date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:23:10	71235/71235	---M-Z	200	added ('OK')	text/html	etag:%2211643-6637369a-df7c13bf7cefa231;gz%22	https://html.rrdevs.net/xlab/index-2.html	C:/Users/PC/Downloads/XLAB/html.rrdevs.net/xlab/index-2.html	(from https://html.rrdevs.net/xlab/index.html)
21:23:10	114173/114173	---M--	200	added ('OK')	image/jpeg	etag:%221bdfd-663736cd-8fa0ba257f72b1df;;;%22	https://html.rrdevs.net/xlab/assets/imgs/menu/menu-home-2.jpg	C:/Users/PC/Downloads/XLAB/html.rrdevs.net/xlab/assets/imgs/menu/menu-home-2.jpg	(from https://html.rrdevs.net/xlab/index.html)
21:23:11	63751/63751	---M-Z	200	added ('OK')	text/html	etag:%22f907-663736a1-1ab0b604156e4771;gz%22	https://html.rrdevs.net/xlab/index-2-one-page.html	C:/Users/PC/Downloads/XLAB/html.rrdevs.net/xlab/index-2-one-page.html	(from https://html.rrdevs.net/xlab/index.html)
21:23:11	161745/161745	---M-Z	200	added ('OK')	text/html	etag:%22277d1-663736a6-aedfeb21691549d7;gz%22	https://html.rrdevs.net/xlab/index-3-one-page.html	C:/Users/PC/Downloads/XLAB/html.rrdevs.net/xlab/index-3-one-page.html	(from https://html.rrdevs.net/xlab/index.html)
21:23:12	115154/115154	---M--	200	added ('OK')	image/jpeg	etag:%221c1d2-663736cd-6dbf5febbb5e1eb1;;;%22	https://html.rrdevs.net/xlab/assets/imgs/menu/menu-home-3.jpg	C:/Users/PC/Downloads/XLAB/html.rrdevs.net/xlab/assets/imgs/menu/menu-home-3.jpg	(from https://html.rrdevs.net/xlab/index.html)
21:23:12	106429/106429	---M-Z	200	added ('OK')	text/html	etag:%2219fbd-663736a3-dcf970788b0a2681;gz%22	https://html.rrdevs.net/xlab/index-4.html	C:/Users/PC/Downloads/XLAB/html.rrdevs.net/xlab/index-4.html	(from https://html.rrdevs.net/xlab/index.html)
21:23:12	99355/99355	---M-Z	200	added ('OK')	text/html	etag:%221841b-663736a5-6f7c06374353bca2;gz%22	https://html.rrdevs.net/xlab/index-4-one-page.html	C:/Users/PC/Downloads/XLAB/html.rrdevs.net/xlab/index-4-one-page.html	(from https://html.rrdevs.net/xlab/index.html)
21:23:13	139486/139486	---M-Z	200	added ('OK')	text/html	etag:%22220de-663736a4-7099b019274c3d7f;gz%22	https://html.rrdevs.net/xlab/index-5.html	C:/Users/PC/Downloads/XLAB/html.rrdevs.net/xlab/index-5.html	(from https://html.rrdevs.net/xlab/index.html)
21:23:15	131972/131972	---M-Z	200	added ('OK')	text/html	etag:%2220384-663736a5-be180b1e6fffaa1d;gz%22	https://html.rrdevs.net/xlab/index-5-one-page.html	C:/Users/PC/Downloads/XLAB/html.rrdevs.net/xlab/index-5-one-page.html	(from https://html.rrdevs.net/xlab/index.html)
21:23:15	53757/53757	---M-Z	200	added ('OK')	text/html	etag:%22d1fd-663736a7-98b59153955eaba7;gz%22	https://html.rrdevs.net/xlab/about-us.html	C:/Users/PC/Downloads/XLAB/html.rrdevs.net/xlab/about-us.html	(from https://html.rrdevs.net/xlab/index.html)
21:23:15	600151/600151	---M--	200	added ('OK')	image/jpeg	etag:%2292857-663736cc-d0827649703b0f97;;;%22	https://html.rrdevs.net/xlab/assets/imgs/menu/menu-home-4.jpg	C:/Users/PC/Downloads/XLAB/html.rrdevs.net/xlab/assets/imgs/menu/menu-home-4.jpg	(from https://html.rrdevs.net/xlab/index.html)
21:23:15	53087/53087	---M-Z	200	added ('OK')	text/html	etag:%22cf5f-663736a6-117b3849f8604f35;gz%22	https://html.rrdevs.net/xlab/service.html	C:/Users/PC/Downloads/XLAB/html.rrdevs.net/xlab/service.html	(from https://html.rrdevs.net/xlab/index.html)
21:23:15	31761/31761	---M-Z	200	added ('OK')	text/html	etag:%227c11-663736a3-a496e15a67f9ed34;gz%22	https://html.rrdevs.net/xlab/service-details.html	C:/Users/PC/Downloads/XLAB/html.rrdevs.net/xlab/service-details.html	(from https://html.rrdevs.net/xlab/index.html)
21:23:16	27737/27737	---M-Z	200	added ('OK')	text/html	etag:%226c59-663736a7-86300c483e83a700;gz%22	https://html.rrdevs.net/xlab/portfolio.html	C:/Users/PC/Downloads/XLAB/html.rrdevs.net/xlab/portfolio.html	(from https://html.rrdevs.net/xlab/index.html)
21:23:16	35424/35424	---M-Z	200	added ('OK')	text/html	etag:%228a60-663736a2-476030198f9fd259;gz%22	https://html.rrdevs.net/xlab/portfolio-details.html	C:/Users/PC/Downloads/XLAB/html.rrdevs.net/xlab/portfolio-details.html	(from https://html.rrdevs.net/xlab/index.html)
21:23:16	39902/39902	---M-Z	200	added ('OK')	text/html	etag:%229bde-6637369c-ad75ccf993008237;gz%22	https://html.rrdevs.net/xlab/blog.html	C:/Users/PC/Downloads/XLAB/html.rrdevs.net/xlab/blog.html	(from https://html.rrdevs.net/xlab/index.html)
21:23:16	46196/46196	---M-Z	200	added ('OK')	text/html	etag:%22b474-663736a5-d3f26ac899bdc193;gz%22	https://html.rrdevs.net/xlab/blog-details.html	C:/Users/PC/Downloads/XLAB/html.rrdevs.net/xlab/blog-details.html	(from https://html.rrdevs.net/xlab/index.html)
21:23:17	29767/29767	---M-Z	200	added ('OK')	text/html	etag:%227447-663736a1-3e069032cd9b7b0d;gz%22	https://html.rrdevs.net/xlab/pricing.html	C:/Users/PC/Downloads/XLAB/html.rrdevs.net/xlab/pricing.html	(from https://html.rrdevs.net/xlab/index.html)
21:23:17	28012/28012	---M-Z	200	added ('OK')	text/html	etag:%226d6c-6637369d-4c2b584d03b3a81;gz%22	https://html.rrdevs.net/xlab/team.html	C:/Users/PC/Downloads/XLAB/html.rrdevs.net/xlab/team.html	(from https://html.rrdevs.net/xlab/index.html)
21:23:17	29785/29785	---M-Z	200	added ('OK')	text/html	etag:%227459-6637369a-8d6f6bae37c681fb;gz%22	https://html.rrdevs.net/xlab/team-details.html	C:/Users/PC/Downloads/XLAB/html.rrdevs.net/xlab/team-details.html	(from https://html.rrdevs.net/xlab/index.html)
21:23:18	34733/34733	---M-Z	200	added ('OK')	text/html	etag:%2287ad-663736a7-d96d5eec59bb4a22;gz%22	https://html.rrdevs.net/xlab/faq.html	C:/Users/PC/Downloads/XLAB/html.rrdevs.net/xlab/faq.html	(from https://html.rrdevs.net/xlab/index.html)
21:23:18	24020/24020	---M-Z	200	added ('OK')	text/html	etag:%225dd4-663736a0-87d820b774588e38;gz%22	https://html.rrdevs.net/xlab/error-page.html	C:/Users/PC/Downloads/XLAB/html.rrdevs.net/xlab/error-page.html	(from https://html.rrdevs.net/xlab/index.html)
21:23:18	27868/27868	---M-Z	200	added ('OK')	text/html	etag:%226cdc-663736a0-1f1e6961f9725fa0;gz%22	https://html.rrdevs.net/xlab/contact.html	C:/Users/PC/Downloads/XLAB/html.rrdevs.net/xlab/contact.html	(from https://html.rrdevs.net/xlab/index.html)
21:23:19	2038/2038	---M-Z	200	added ('OK')	image/svg+xml	etag:%227f6-663736ca-70dfed6eebaa23cb;gz%22	https://html.rrdevs.net/xlab/assets/imgs/icons/xlab.svg	C:/Users/PC/Downloads/XLAB/html.rrdevs.net/xlab/assets/imgs/icons/xlab.svg	(from https://html.rrdevs.net/xlab/index.html)
21:23:19	1118479/1118479	---M--	200	added ('OK')	image/jpeg	etag:%2211110f-663736cc-8f7990d083b051ae;;;%22	https://html.rrdevs.net/xlab/assets/imgs/menu/menu-home-5.jpg	C:/Users/PC/Downloads/XLAB/html.rrdevs.net/xlab/assets/imgs/menu/menu-home-5.jpg	(from https://html.rrdevs.net/xlab/index.html)
21:23:19	75574/75574	---M--	200	added ('OK')	image/jpeg	etag:%2212736-663736d4-f800f587fab6a7cd;;;%22	https://html.rrdevs.net/xlab/assets/imgs/banner/banner-1.jpg	C:/Users/PC/Downloads/XLAB/html.rrdevs.net/xlab/assets/imgs/banner/banner-1.jpg	(from https://html.rrdevs.net/xlab/index.html)
21:23:21	1745/1745	---M--	200	added ('OK')	image/png	etag:%226d1-663736c1-44cdcd74a6446f48;;;%22	https://html.rrdevs.net/xlab/assets/imgs/home1/latest-service__item-1.png	C:/Users/PC/Downloads/XLAB/html.rrdevs.net/xlab/assets/imgs/home1/latest-service__item-1.png	(from https://html.rrdevs.net/xlab/index.html)
21:23:21	1509/1509	---M--	200	added ('OK')	image/png	etag:%225e5-663736c2-1f183d597e0f0f0a;;;%22	https://html.rrdevs.net/xlab/assets/imgs/home1/latest-service__item-2.png	C:/Users/PC/Downloads/XLAB/html.rrdevs.net/xlab/assets/imgs/home1/latest-service__item-2.png	(from https://html.rrdevs.net/xlab/index.html)
21:23:21	2666/2666	---M--	200	added ('OK')	image/png	etag:%22a6a-663736c1-96593a930dbfe353;;;%22	https://html.rrdevs.net/xlab/assets/imgs/home1/latest-service__item-3.png	C:/Users/PC/Downloads/XLAB/html.rrdevs.net/xlab/assets/imgs/home1/latest-service__item-3.png	(from https://html.rrdevs.net/xlab/index.html)
21:23:22	3688/3688	---M--	200	added ('OK')	image/png	etag:%22e68-663736c1-268272e7d37305e4;;;%22	https://html.rrdevs.net/xlab/assets/imgs/brand/brand-1.png	C:/Users/PC/Downloads/XLAB/html.rrdevs.net/xlab/assets/imgs/brand/brand-1.png	(from https://html.rrdevs.net/xlab/index.html)
21:23:22	5532/5532	---M--	200	added ('OK')	image/png	etag:%22159c-663736c1-ced0bf0f16158c2;;;%22	https://html.rrdevs.net/xlab/assets/imgs/brand/brand-2.png	C:/Users/PC/Downloads/XLAB/html.rrdevs.net/xlab/assets/imgs/brand/brand-2.png	(from https://html.rrdevs.net/xlab/index.html)
21:23:22	253390/253390	---M--	200	added ('OK')	image/jpeg	etag:%223ddce-663736c2-e792978a15ff4bb3;;;%22	https://html.rrdevs.net/xlab/assets/imgs/home1/latest-service.jpg	C:/Users/PC/Downloads/XLAB/html.rrdevs.net/xlab/assets/imgs/home1/latest-service.jpg	(from https://html.rrdevs.net/xlab/index.html)
21:23:22	7034/7034	---M--	200	added ('OK')	image/png	etag:%221b7a-663736c1-bd2beb5a7d7de181;;;%22	https://html.rrdevs.net/xlab/assets/imgs/brand/brand-3.png	C:/Users/PC/Downloads/XLAB/html.rrdevs.net/xlab/assets/imgs/brand/brand-3.png	(from https://html.rrdevs.net/xlab/index.html)
21:23:22	3568/3568	---M--	200	added ('OK')	image/png	etag:%22df0-663736c1-345acb9a0abe23e3;;;%22	https://html.rrdevs.net/xlab/assets/imgs/brand/brand-4.png	C:/Users/PC/Downloads/XLAB/html.rrdevs.net/xlab/assets/imgs/brand/brand-4.png	(from https://html.rrdevs.net/xlab/index.html)
21:23:23	5290/5290	---M--	200	added ('OK')	image/png	etag:%2214aa-663736c0-a7e3fc5a6b259372;;;%22	https://html.rrdevs.net/xlab/assets/imgs/brand/brand-5.png	C:/Users/PC/Downloads/XLAB/html.rrdevs.net/xlab/assets/imgs/brand/brand-5.png	(from https://html.rrdevs.net/xlab/index.html)
21:23:23	28569/28569	---M-Z	200	added ('OK')	image/svg+xml	etag:%226f99-663736c2-fdef7d1a037113e9;gz%22	https://html.rrdevs.net/xlab/assets/imgs/about/circle-shape.svg	C:/Users/PC/Downloads/XLAB/html.rrdevs.net/xlab/assets/imgs/about/circle-shape.svg	(from https://html.rrdevs.net/xlab/index.html)
21:23:24	36225/36225	---M--	200	added ('OK')	image/jpeg	etag:%228d81-663736c4-882b8771b9a1cbc1;;;%22	https://html.rrdevs.net/xlab/assets/imgs/about/about.jpg	C:/Users/PC/Downloads/XLAB/html.rrdevs.net/xlab/assets/imgs/about/about.jpg	(from https://html.rrdevs.net/xlab/index.html)
21:23:24	2068/2068	---M--	200	added ('OK')	image/png	etag:%22814-663736bf-3afbbaa1fd843543;;;%22	https://html.rrdevs.net/xlab/assets/imgs/work-progress/work-progress-1.png	C:/Users/PC/Downloads/XLAB/html.rrdevs.net/xlab/assets/imgs/work-progress/work-progress-1.png	(from https://html.rrdevs.net/xlab/index.html)
21:23:24	1999/1999	---M--	200	added ('OK')	image/png	etag:%227cf-663736bf-4378890159743b12;;;%22	https://html.rrdevs.net/xlab/assets/imgs/work-progress/work-progress-2.png	C:/Users/PC/Downloads/XLAB/html.rrdevs.net/xlab/assets/imgs/work-progress/work-progress-2.png	(from https://html.rrdevs.net/xlab/index.html)
21:23:25	1424/1424	---M--	200	added ('OK')	image/png	etag:%22590-663736bf-a9df33416b87053;;;%22	https://html.rrdevs.net/xlab/assets/imgs/work-progress/work-progress-3.png	C:/Users/PC/Downloads/XLAB/html.rrdevs.net/xlab/assets/imgs/work-progress/work-progress-3.png	(from https://html.rrdevs.net/xlab/index.html)
21:23:25	1647/1647	---M--	200	added ('OK')	image/png	etag:%2266f-663736bf-1642f612e2a10970;;;%22	https://html.rrdevs.net/xlab/assets/imgs/work-progress/work-progress-4.png	C:/Users/PC/Downloads/XLAB/html.rrdevs.net/xlab/assets/imgs/work-progress/work-progress-4.png	(from https://html.rrdevs.net/xlab/index.html)
21:23:26	138698/138698	---M--	200	added ('OK')	image/jpeg	etag:%2221dca-663736c8-9d944a1219748d37;;;%22	https://html.rrdevs.net/xlab/assets/imgs/team/team-item-01.jpg	C:/Users/PC/Downloads/XLAB/html.rrdevs.net/xlab/assets/imgs/team/team-item-01.jpg	(from https://html.rrdevs.net/xlab/index.html)
21:23:26	131844/131844	---M--	200	added ('OK')	image/jpeg	etag:%2220304-663736c8-3e92eedd630931cd;;;%22	https://html.rrdevs.net/xlab/assets/imgs/team/team-item-02.jpg	C:/Users/PC/Downloads/XLAB/html.rrdevs.net/xlab/assets/imgs/team/team-item-02.jpg	(from https://html.rrdevs.net/xlab/index.html)
21:23:28	88210/88210	---M--	200	added ('OK')	image/png	etag:%2215892-663736c9-bbb823806e9678d2;;;%22	https://html.rrdevs.net/xlab/assets/imgs/recent-project/recent-project-2.png	C:/Users/PC/Downloads/XLAB/html.rrdevs.net/xlab/assets/imgs/recent-project/recent-project-2.png	(from https://html.rrdevs.net/xlab/index.html)
21:23:28	126042/126042	---M--	200	added ('OK')	image/jpeg	etag:%221ec5a-663736c8-544e88ea72377500;;;%22	https://html.rrdevs.net/xlab/assets/imgs/team/team-item-03.jpg	C:/Users/PC/Downloads/XLAB/html.rrdevs.net/xlab/assets/imgs/team/team-item-03.jpg	(from https://html.rrdevs.net/xlab/index.html)
21:23:29	93326/93326	---M--	200	added ('OK')	image/png	etag:%2216c8e-663736c9-487fe7fbd4ce7685;;;%22	https://html.rrdevs.net/xlab/assets/imgs/recent-project/recent-project-3.png	C:/Users/PC/Downloads/XLAB/html.rrdevs.net/xlab/assets/imgs/recent-project/recent-project-3.png	(from https://html.rrdevs.net/xlab/index.html)
21:23:29	1687/1687	---M--	200	added ('OK')	image/png	etag:%22697-663736c4-91c2abac1fd8d12c;;;%22	https://html.rrdevs.net/xlab/assets/imgs/about/work-progress__item-1.png	C:/Users/PC/Downloads/XLAB/html.rrdevs.net/xlab/assets/imgs/about/work-progress__item-1.png	(from https://html.rrdevs.net/xlab/index.html)
21:23:29	1972/1972	---M--	200	added ('OK')	image/png	etag:%227b4-663736c4-108e3a924c0a54a3;;;%22	https://html.rrdevs.net/xlab/assets/imgs/about/work-progress__item-2.png	C:/Users/PC/Downloads/XLAB/html.rrdevs.net/xlab/assets/imgs/about/work-progress__item-2.png	(from https://html.rrdevs.net/xlab/index.html)
21:23:30	1618/1618	---M--	200	added ('OK')	image/png	etag:%22652-663736c4-29a62d3c22a344cf;;;%22	https://html.rrdevs.net/xlab/assets/imgs/about/work-progress__item-3.png	C:/Users/PC/Downloads/XLAB/html.rrdevs.net/xlab/assets/imgs/about/work-progress__item-3.png	(from https://html.rrdevs.net/xlab/index.html)
21:23:30	113963/113963	---M--	200	added ('OK')	image/png	etag:%221bd2b-663736c9-884d9fa94f9d17cb;;;%22	https://html.rrdevs.net/xlab/assets/imgs/recent-project/recent-project-4.png	C:/Users/PC/Downloads/XLAB/html.rrdevs.net/xlab/assets/imgs/recent-project/recent-project-4.png	(from https://html.rrdevs.net/xlab/index.html)
21:23:30	6302/6302	---M--	200	added ('OK')	image/png	etag:%22189e-663736c5-ee355b298526cc8b;;;%22	https://html.rrdevs.net/xlab/assets/imgs/feedback/feedback-1.png	C:/Users/PC/Downloads/XLAB/html.rrdevs.net/xlab/assets/imgs/feedback/feedback-1.png	(from https://html.rrdevs.net/xlab/index.html)
21:23:30	5281/5281	---M--	200	added ('OK')	image/png	etag:%2214a1-663736c5-a56370e675a15899;;;%22	https://html.rrdevs.net/xlab/assets/imgs/feedback/feedback-2.png	C:/Users/PC/Downloads/XLAB/html.rrdevs.net/xlab/assets/imgs/feedback/feedback-2.png	(from https://html.rrdevs.net/xlab/index.html)
21:23:31	120310/120310	---M--	200	added ('OK')	image/png	etag:%221d5f6-663736c9-f90290eead5afea;;;%22	https://html.rrdevs.net/xlab/assets/imgs/recent-project/recent-project-1.png	C:/Users/PC/Downloads/XLAB/html.rrdevs.net/xlab/assets/imgs/recent-project/recent-project-1.png	(from https://html.rrdevs.net/xlab/index.html)
21:23:31	6640/6640	---M--	200	added ('OK')	image/png	etag:%2219f0-663736c5-fac032f50ac30881;;;%22	https://html.rrdevs.net/xlab/assets/imgs/feedback/feedback-3.png	C:/Users/PC/Downloads/XLAB/html.rrdevs.net/xlab/assets/imgs/feedback/feedback-3.png	(from https://html.rrdevs.net/xlab/index.html)
21:23:31	5003/5003	---M--	200	added ('OK')	image/png	etag:%22138b-663736c5-81fcc38c60f1e05f;;;%22	https://html.rrdevs.net/xlab/assets/imgs/feedback/feedback-4.png	C:/Users/PC/Downloads/XLAB/html.rrdevs.net/xlab/assets/imgs/feedback/feedback-4.png	(from https://html.rrdevs.net/xlab/index.html)
21:23:31	637/637	---M-Z	200	added ('OK')	image/svg+xml	etag:%2227d-663736cb-5d3a8e89710c002c;gz%22	https://html.rrdevs.net/xlab/assets/imgs/icons/arrow-left-circle.svg	C:/Users/PC/Downloads/XLAB/html.rrdevs.net/xlab/assets/imgs/icons/arrow-left-circle.svg	(from https://html.rrdevs.net/xlab/index.html)
21:23:32	421/421	---M-Z	200	added ('OK')	image/svg+xml	etag:%221a5-663736cb-b8b29a3a66b19359;gz%22	https://html.rrdevs.net/xlab/assets/imgs/icons/arrow-right-circle.svg	C:/Users/PC/Downloads/XLAB/html.rrdevs.net/xlab/assets/imgs/icons/arrow-right-circle.svg	(from https://html.rrdevs.net/xlab/index.html)
21:23:32	73824/73824	---M--	200	added ('OK')	image/jpeg	etag:%2212060-663736d5-8b9acf19b0ccd40f;;;%22	https://html.rrdevs.net/xlab/assets/imgs/latest-blog/latest-blog-item-1.jpg	C:/Users/PC/Downloads/XLAB/html.rrdevs.net/xlab/assets/imgs/latest-blog/latest-blog-item-1.jpg	(from https://html.rrdevs.net/xlab/index.html)
21:23:32	65936/65936	---M--	200	added ('OK')	image/jpeg	etag:%2210190-663736d5-f31bc90d47fdbff8;;;%22	https://html.rrdevs.net/xlab/assets/imgs/latest-blog/latest-blog-item-2.jpg	C:/Users/PC/Downloads/XLAB/html.rrdevs.net/xlab/assets/imgs/latest-blog/latest-blog-item-2.jpg	(from https://html.rrdevs.net/xlab/index.html)
21:23:33	68306/68306	---M--	200	added ('OK')	image/jpeg	etag:%2210ad2-663736d5-4c2b259512be0696;;;%22	https://html.rrdevs.net/xlab/assets/imgs/latest-blog/latest-blog-item-3.jpg	C:/Users/PC/Downloads/XLAB/html.rrdevs.net/xlab/assets/imgs/latest-blog/latest-blog-item-3.jpg	(from https://html.rrdevs.net/xlab/index.html)
21:23:33	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-661763d2-d6d3776d67c20dc1;gz%22	https://html.rrdevs.net/xlab/ruble55@xlab.com	C:/Users/PC/Downloads/XLAB/html.rrdevs.net/xlab/ruble55@xlab.com	(from https://html.rrdevs.net/xlab/index.html)
21:23:33	89501/89501	---M-Z	200	added ('OK')	application/x-javascript	etag:%2215d9d-663736dc-99dea2fcefc53660;gz%22	https://html.rrdevs.net/xlab/assets/js/vendor/jquery-3.6.0.min.js	C:/Users/PC/Downloads/XLAB/html.rrdevs.net/xlab/assets/js/vendor/jquery-3.6.0.min.js	(from https://html.rrdevs.net/xlab/index.html)
21:23:34	9028/9028	---M-Z	200	added ('OK')	application/x-javascript	etag:%222344-663736db-27dcad8f1e1e3303;gz%22	https://html.rrdevs.net/xlab/assets/js/plugins/waypoints.min.js	C:/Users/PC/Downloads/XLAB/html.rrdevs.net/xlab/assets/js/plugins/waypoints.min.js	(from https://html.rrdevs.net/xlab/index.html)
21:23:34	80371/80371	---M-Z	200	added ('OK')	application/x-javascript	etag:%22139f3-663736dc-9cffe9bb4a0c77fa;gz%22	https://html.rrdevs.net/xlab/assets/js/vendor/bootstrap.bundle.min.js	C:/Users/PC/Downloads/XLAB/html.rrdevs.net/xlab/assets/js/vendor/bootstrap.bundle.min.js	(from https://html.rrdevs.net/xlab/index.html)
21:23:34	11264/11264	---M-Z	200	added ('OK')	application/x-javascript	etag:%222c00-663736d9-83b71a161fbec3e9;gz%22	https://html.rrdevs.net/xlab/assets/js/plugins/meanmenu.min.js	C:/Users/PC/Downloads/XLAB/html.rrdevs.net/xlab/assets/js/plugins/meanmenu.min.js	(from https://html.rrdevs.net/xlab/index.html)
21:23:34	143661/143661	---M-Z	200	added ('OK')	application/x-javascript	etag:%222312d-663736da-aa212c4116fbc067;gz%22	https://html.rrdevs.net/xlab/assets/js/plugins/swiper.min.js	C:/Users/PC/Downloads/XLAB/html.rrdevs.net/xlab/assets/js/plugins/swiper.min.js	(from https://html.rrdevs.net/xlab/index.html)
21:23:35	8182/8182	---M-Z	200	added ('OK')	application/x-javascript	etag:%221ff6-663736da-927097e58040fb84;gz%22	https://html.rrdevs.net/xlab/assets/js/plugins/wow.js	C:/Users/PC/Downloads/XLAB/html.rrdevs.net/xlab/assets/js/plugins/wow.js	(from https://html.rrdevs.net/xlab/index.html)
21:23:35	20210/20210	---M-Z	200	added ('OK')	application/x-javascript	etag:%224ef2-663736dd-14f7e4f949cc88dd;gz%22	https://html.rrdevs.net/xlab/assets/js/vendor/magnific-popup.min.js	C:/Users/PC/Downloads/XLAB/html.rrdevs.net/xlab/assets/js/vendor/magnific-popup.min.js	(from https://html.rrdevs.net/xlab/index.html)
